state,year,bmcode,births_age1524,births_age2534,births_age3544,births_nohs,births_hs,births_somecoll,births_coll,births_married,births_unmarried,births_medicaid,births_nhblack,births_nhwhite,births_hisp,births_total,births_otherraceeth,births_nonmedicaid,pop_total,pop_nhblack,pop_nhwhite,pop_hisp,pop_otherraceeth,pop_medicaid,pop_nonmedicaid,pop_nohs,pop_hs,pop_somecoll,pop_coll,pop_married,pop_unmarried,pop_age1524,pop_age2534,pop_age3544,policy_on,exposed_births,start_date,end_date,time,dobbs_code
Illinois,2018,6,4882,13315,4614,2348,5306,6234,8631,13680,9129,8865,3917,12016,4814,22811,2064,13946,2510964,388633,1394368,505920,222043,1666821,844143,378913,672629,593924,865497,950548,1560416,820111,872208,818645,0,0,2018-11-01,2018-12-31,2018-11-01,0
Illinois,2019,1,4755,12517,4494,2158,5258,5854,8201,12912,8854,8643,3654,11497,4708,21766,1907,13123,2497251,385551,1379053,507859,224788,1719136,778115,375643,637647,602216,881746,925011,1572240,811155,867791,818305,0,0,2019-01-01,2019-02-28,2019-01-01,0
Illinois,2019,2,4623,13458,4659,2157,5077,6045,9145,13942,8796,8445,3597,12322,4817,22740,2004,14295,2497251,385551,1379053,507859,224788,1719136,778115,375643,637647,602216,881746,925011,1572240,811155,867791,818305,0,0,2019-03-01,2019-04-30,2019-03-01,0
Illinois,2019,3,4797,14059,4774,2162,5338,6350,9450,14602,9022,8683,3741,12787,4971,23630,2131,14947,2497251,385551,1379053,507859,224788,1719136,778115,375643,637647,602216,881746,925011,1572240,811155,867791,818305,0,0,2019-05-01,2019-06-30,2019-05-01,0
Illinois,2019,4,5322,15213,5333,2433,6037,7040,10063,15713,10151,9824,4329,13640,5737,25868,2162,16044,2497251,385551,1379053,507859,224788,1719136,778115,375643,637647,602216,881746,925011,1572240,811155,867791,818305,0,0,2019-07-01,2019-08-31,2019-07-01,0
Illinois,2019,5,4945,13941,4724,2226,5426,6527,9168,14232,9375,9046,4002,12481,5021,23610,2106,14564,2497251,385551,1379053,507859,224788,1719136,778115,375643,637647,602216,881746,925011,1572240,811155,867791,818305,0,0,2019-09-01,2019-10-31,2019-09-01,0
Illinois,2019,6,4566,12741,4761,2086,5232,6075,8396,13080,8984,8665,3843,11506,4733,22068,1986,13403,2497251,385551,1379053,507859,224788,1719136,778115,375643,637647,602216,881746,925011,1572240,811155,867791,818305,0,0,2019-11-01,2019-12-31,2019-11-01,0
Illinois,2020,1,4537,12608,4334,2137,5058,5878,8153,12598,8880,8494,3717,11367,4533,21479,1862,12985,2514773,389802,1374590,522594,227787,1725486,789287,370151,657696,582749,904178,928767,1586006,829080,858353,827340,0,0,2020-01-01,2020-02-29,2020-01-01,0
Illinois,2020,2,4399,12850,4584,2023,5036,5740,8798,13184,8647,8276,3530,11798,4658,21833,1847,13557,2514773,389802,1374590,522594,227787,1725486,789287,370151,657696,582749,904178,928767,1586006,829080,858353,827340,0,0,2020-03-01,2020-04-30,2020-03-01,0
Illinois,2020,3,4337,13450,4800,2007,5106,5884,9309,13811,8775,8553,3595,12045,4962,22587,1985,14034,2514773,389802,1374590,522594,227787,1725486,789287,370151,657696,582749,904178,928767,1586006,829080,858353,827340,0,0,2020-05-01,2020-06-30,2020-05-01,0
Illinois,2020,4,4793,14119,5029,2203,5580,6446,9367,14187,9752,9212,4032,12594,5221,23941,2094,14729,2514773,389802,1374590,522594,227787,1725486,789287,370151,657696,582749,904178,928767,1586006,829080,858353,827340,0,0,2020-07-01,2020-08-31,2020-07-01,0
Illinois,2020,5,4526,13132,4659,2076,5279,5903,8782,13262,9054,8704,3639,11869,4883,22317,1926,13613,2514773,389802,1374590,522594,227787,1725486,789287,370151,657696,582749,904178,928767,1586006,829080,858353,827340,0,0,2020-09-01,2020-10-31,2020-09-01,0
Illinois,2020,6,4186,12253,4302,1903,4855,5661,7961,11971,8770,8304,3707,10698,4446,20741,1890,12437,2514773,389802,1374590,522594,227787,1725486,789287,370151,657696,582749,904178,928767,1586006,829080,858353,827340,0,0,2020-11-01,2020-12-31,2020-11-01,0
Illinois,2021,1,3882,11508,4027,1844,4530,5150,7678,11436,7978,7593,3234,10450,4135,19417,1598,11824,2496195,386456,1355988,525596,228155,1707069,789126,359349,668297,554926,913623,919192,1577003,822776,845877,827542,0,0,2021-01-01,2021-02-28,2021-01-01,0
Illinois,2021,2,4052,13388,4736,1772,4809,5812,9531,13659,8516,8181,3448,12199,4580,22176,1949,13995,2496195,386456,1355988,525596,228155,1707069,789126,359349,668297,554926,913623,919192,1577003,822776,845877,827542,0,0,2021-03-01,2021-04-30,2021-03-01,0
Illinois,2021,3,4136,13773,5002,1831,5099,5911,9819,14077,8830,8309,3491,12596,4874,22911,1950,14602,2496195,386456,1355988,525596,228155,1707069,789126,359349,668297,554926,913623,919192,1577003,822776,845877,827542,0,0,2021-05-01,2021-06-30,2021-05-01,0
Illinois,2021,4,4344,14162,5251,1893,5450,6200,9950,14387,9365,8742,3644,12908,5138,23757,2067,15015,2496195,386456,1355988,525596,228155,1707069,789126,359349,668297,554926,913623,919192,1577003,822776,845877,827542,0,0,2021-07-01,2021-08-31,2021-07-01,0
Illinois,2021,5,4277,13265,4914,1988,5078,5917,9229,13620,8835,8611,3446,12074,5051,22456,1885,13845,2496195,386456,1355988,525596,228155,1707069,789126,359349,668297,554926,913623,919192,1577003,822776,845877,827542,0,0,2021-09-01,2021-10-31,2021-09-01,0
Illinois,2021,6,3934,12242,4909,1854,4937,5546,8526,12479,8599,8312,3457,11054,4678,21085,1896,12773,2496195,386456,1355988,525596,228155,1707069,789126,359349,668297,554926,913623,919192,1577003,822776,845877,827542,0,0,2021-11-01,2021-12-31,2021-11-01,0
Illinois,2022,1,3759,11415,4473,1814,4563,5127,7915,11606,8040,7869,3131,10310,4512,19647,1694,11778,2476197,382317,1333853,529400,230627,1726110,750087,335896,669559,542107,928635,900224,1575973,816575,836348,823274,0,0,2022-01-01,2022-02-28,2022-01-01,0
Illinois,2022,2,3758,12306,4715,1772,4750,5257,8795,12736,8040,8031,3178,11083,4739,20779,1779,12748,2476197,382317,1333853,529400,230627,1726110,750087,335896,669559,542107,928635,900224,1575973,816575,836348,823274,0,0,2022-03-01,2022-04-30,2022-03-01,0
Illinois,2022,3,4020,12779,4889,1748,5092,5460,9124,13420,8263,8158,3201,11567,4992,21688,1928,13530,2476197,382317,1333853,529400,230627,1726110,750087,335896,669559,542107,928635,900224,1575973,816575,836348,823274,0,0,2022-05-01,2022-06-30,2022-05-01,0
Illinois,2022,4,4282,13647,5030,1902,5365,6039,9370,14023,8932,8704,3337,12264,5349,22959,2009,14255,2476197,382317,1333853,529400,230627,1726110,750087,335896,669559,542107,928635,900224,1575973,816575,836348,823274,0,0,2022-07-01,2022-08-31,2022-07-01,0
Illinois,2022,5,3928,12741,4804,1765,5075,5477,8893,13168,8303,8356,3083,11495,5052,21473,1843,13117,2476197,382317,1333853,529400,230627,1726110,750087,335896,669559,542107,928635,900224,1575973,816575,836348,823274,0,0,2022-09-01,2022-10-31,2022-09-01,0
Illinois,2022,6,4042,12522,4800,1840,5131,5587,8509,12546,8813,8540,3315,11145,4969,21364,1935,12824,2476197,382317,1333853,529400,230627,1726110,750087,335896,669559,542107,928635,900224,1575973,816575,836348,823274,0,0,2022-11-01,2022-12-31,2022-11-01,0
Illinois,2023,1,3721,11214,4367,1737,4676,4991,7641,11357,7943,7826,3064,9869,4621,19302,1748,11476,2456359.2118440266,378222.3292923386,1312079.329322236,533231.5314424007,233125.7834761456,1745363.3872444523,712979.3056736187,313973.6657566878,670823.3831380359,529584.123737219,943893.6664521361,881647.4144422492,1574943.6727317576,810420.7349570235,826926.3463884229,819028.011963139,0,0,2023-01-01,2023-02-28,2023-01-01,NA
Illinois,2023,2,3692,12058,4587,1685,4750,5120,8521,12403,7931,7990,2911,10678,4847,20338,1902,12348,2456359.2118440266,378222.3292923386,1312079.329322236,533231.5314424007,233125.7834761456,1745363.3872444523,712979.3056736187,313973.6657566878,670823.3831380359,529584.123737219,943893.6664521361,881647.4144422492,1574943.6727317576,810420.7349570235,826926.3463884229,819028.011963139,0,0,2023-03-01,2023-04-30,2023-03-01,NA
Illinois,2023,3,3780,12705,4717,1831,5023,5185,8858,12970,8222,8344,2948,11243,5085,21198,1922,12854,2456359.2118440266,378222.3292923386,1312079.329322236,533231.5314424007,233125.7834761456,1745363.3872444523,712979.3056736187,313973.6657566878,670823.3831380359,529584.123737219,943893.6664521361,881647.4144422492,1574943.6727317576,810420.7349570235,826926.3463884229,819028.011963139,0,0,2023-05-01,2023-06-30,2023-05-01,NA
Illinois,2023,4,4058,13010,4808,1922,5071,5329,9145,13284,8583,8424,2963,11451,5387,21871,2070,13447,2456359.2118440266,378222.3292923386,1312079.329322236,533231.5314424007,233125.7834761456,1745363.3872444523,712979.3056736187,313973.6657566878,670823.3831380359,529584.123737219,943893.6664521361,881647.4144422492,1574943.6727317576,810420.7349570235,826926.3463884229,819028.011963139,0,0,2023-07-01,2023-08-31,2023-07-01,NA
Illinois,2023,5,3848,12502,4843,1830,5129,5136,8731,12815,8372,8388,3017,10842,5303,21191,2029,12803,2456359.2118440266,378222.3292923386,1312079.329322236,533231.5314424007,233125.7834761456,1745363.3872444523,712979.3056736187,313973.6657566878,670823.3831380359,529584.123737219,943893.6664521361,881647.4144422492,1574943.6727317576,810420.7349570235,826926.3463884229,819028.011963139,0,0,2023-09-01,2023-10-31,2023-09-01,NA
Illinois,2023,6,3880,11871,4731,1798,4948,4983,8402,12115,8354,8223,3033,10400,5095,20475,1947,12252,2456359.2118440266,378222.3292923386,1312079.329322236,533231.5314424007,233125.7834761456,1745363.3872444523,712979.3056736187,313973.6657566878,670823.3831380359,529584.123737219,943893.6664521361,881647.4144422492,1574943.6727317576,810420.7349570235,826926.3463884229,819028.011963139,0,0,2023-11-01,2023-12-31,2023-11-01,NA
Illinois,2024,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2456359.2118440266,378222.3292923386,1312079.329322236,533231.5314424007,233125.7834761456,1745363.3872444523,712979.3056736187,313973.6657566878,670823.3831380359,529584.123737219,943893.6664521361,881647.4144422492,1574943.6727317576,810420.7349570235,826926.3463884229,819028.011963139,NA,0,2024-01-01,2024-02-29,2024-01-01,NA
Indiana,2016,1,4063,7250,1581,2070,3551,3752,3502,7316,5578,5537,1544,9585,1125,12894,640,7357,1293017,138520,985398,101636,67463,763336,529681,235053,387375,354333,316256,520852,772165,458724,426460,407833,0,0,2016-01-01,2016-02-29,2016-01-01,0
Indiana,2016,2,4164,7731,1631,2036,3678,3933,3853,7822,5704,5542,1571,10189,1156,13526,610,7984,1293017,138520,985398,101636,67463,763336,529681,235053,387375,354333,316256,520852,772165,458724,426460,407833,0,0,2016-03-01,2016-04-30,2016-03-01,0
Indiana,2016,3,4157,8158,1678,2119,3692,4194,3960,8085,5908,5823,1619,10434,1305,13993,635,8170,1293017,138520,985398,101636,67463,763336,529681,235053,387375,354333,316256,520852,772165,458724,426460,407833,0,0,2016-05-01,2016-06-30,2016-05-01,0
Indiana,2016,4,4607,8390,1787,2270,4098,4358,4045,8524,6260,6060,1619,11176,1343,14784,646,8724,1293017,138520,985398,101636,67463,763336,529681,235053,387375,354333,316256,520852,772165,458724,426460,407833,0,0,2016-07-01,2016-08-31,2016-07-01,0
Indiana,2016,5,4302,8038,1775,2198,3907,4082,3901,8146,5969,5891,1660,10583,1233,14115,639,8224,1293017,138520,985398,101636,67463,763336,529681,235053,387375,354333,316256,520852,772165,458724,426460,407833,0,0,2016-09-01,2016-10-31,2016-09-01,0
Indiana,2016,6,4199,7640,1800,2191,3820,4002,3603,7671,5968,5730,1728,9982,1271,13639,658,7909,1293017,138520,985398,101636,67463,763336,529681,235053,387375,354333,316256,520852,772165,458724,426460,407833,0,0,2016-11-01,2016-12-31,2016-11-01,0
Indiana,2017,1,4021,7096,1552,1958,3687,3674,3326,7155,5513,5426,1577,9327,1161,12669,604,7243,1294649,139795,980605,104562,69687,787214,507435,224777,391889,343316,334668,519226,775423,454277,431745,408627,0,0,2017-01-01,2017-02-28,2017-01-01,0
Indiana,2017,2,4046,7703,1593,2086,3645,3797,3788,7728,5614,5514,1569,9894,1175,13342,704,7828,1294649,139795,980605,104562,69687,787214,507435,224777,391889,343316,334668,519226,775423,454277,431745,408627,0,0,2017-03-01,2017-04-30,2017-03-01,0
Indiana,2017,3,3945,7980,1605,1983,3777,3882,3866,7921,5608,5398,1593,10005,1268,13530,664,8132,1294649,139795,980605,104562,69687,787214,507435,224777,391889,343316,334668,519226,775423,454277,431745,408627,0,0,2017-05-01,2017-06-30,2017-05-01,0
Indiana,2017,4,4442,8428,1901,2219,4175,4300,4052,8443,6327,5927,1686,10974,1437,14771,674,8844,1294649,139795,980605,104562,69687,787214,507435,224777,391889,343316,334668,519226,775423,454277,431745,408627,0,0,2017-07-01,2017-08-31,2017-07-01,0
Indiana,2017,5,4246,8237,1756,2246,4004,4120,3847,8080,6159,5811,1783,10418,1375,14239,663,8428,1294649,139795,980605,104562,69687,787214,507435,224777,391889,343316,334668,519226,775423,454277,431745,408627,0,0,2017-09-01,2017-10-31,2017-09-01,0
Indiana,2017,6,3980,7752,1724,2041,3861,3906,3630,7613,5840,5543,1735,9792,1234,13456,695,7913,1294649,139795,980605,104562,69687,787214,507435,224777,391889,343316,334668,519226,775423,454277,431745,408627,0,0,2017-11-01,2017-12-31,2017-11-01,0
Indiana,2018,1,3974,7232,1626,2090,3679,3689,3356,7102,5729,5335,1591,9359,1218,12832,664,7497,1302182,141876,978693,108078,73535,790693,511489,232729,393915,341508,334030,528011,774171,454113,436033,412036,0,0,2018-01-01,2018-02-28,2018-01-01,0
Indiana,2018,2,4043,7713,1684,1964,3832,3818,3808,7649,5791,5233,1691,9800,1260,13440,689,8207,1302182,141876,978693,108078,73535,790693,511489,232729,393915,341508,334030,528011,774171,454113,436033,412036,0,0,2018-03-01,2018-04-30,2018-03-01,0
Indiana,2018,3,4005,7958,1707,1975,3969,3822,3890,7938,5731,5193,1661,10044,1279,13670,686,8477,1302182,141876,978693,108078,73535,790693,511489,232729,393915,341508,334030,528011,774171,454113,436033,412036,0,0,2018-05-01,2018-06-30,2018-05-01,0
Indiana,2018,4,4108,8438,1892,2099,4169,4084,4069,8304,6130,5511,1747,10632,1406,14438,653,8927,1302182,141876,978693,108078,73535,790693,511489,232729,393915,341508,334030,528011,774171,454113,436033,412036,0,0,2018-07-01,2018-08-31,2018-07-01,0
Indiana,2018,5,4120,8017,1809,2010,4026,3987,3907,7903,6042,5454,1770,10127,1390,13946,659,8492,1302182,141876,978693,108078,73535,790693,511489,232729,393915,341508,334030,528011,774171,454113,436033,412036,0,0,2018-09-01,2018-10-31,2018-09-01,0
Indiana,2018,6,3906,7540,1721,2009,3873,3635,3630,7352,5815,5183,1753,9472,1291,13167,651,7984,1302182,141876,978693,108078,73535,790693,511489,232729,393915,341508,334030,528011,774171,454113,436033,412036,0,0,2018-11-01,2018-12-31,2018-11-01,0
Indiana,2019,1,3746,7192,1733,2055,3732,3454,3412,7008,5662,4992,1653,8992,1351,12671,675,7679,1310454,143550,978098,111657,77149,809061,501393,217113,417693,337941,337707,510668,799786,453775,441251,415428,0,0,2019-01-01,2019-02-28,2019-01-01,0
Indiana,2019,2,3807,7469,1708,1908,3793,3452,3815,7495,5486,4912,1581,9498,1281,12984,624,8072,1310454,143550,978098,111657,77149,809061,501393,217113,417693,337941,337707,510668,799786,453775,441251,415428,0,0,2019-03-01,2019-04-30,2019-03-01,0
Indiana,2019,3,3828,7734,1704,1881,3909,3612,3853,7698,5567,5028,1594,9647,1385,13266,640,8238,1310454,143550,978098,111657,77149,809061,501393,217113,417693,337941,337707,510668,799786,453775,441251,415428,0,0,2019-05-01,2019-06-30,2019-05-01,0
Indiana,2019,4,4297,8508,1874,2165,4334,3967,4194,8287,6392,5559,1856,10615,1529,14679,679,9120,1310454,143550,978098,111657,77149,809061,501393,217113,417693,337941,337707,510668,799786,453775,441251,415428,0,0,2019-07-01,2019-08-31,2019-07-01,0
Indiana,2019,5,4087,8161,1852,2093,4220,3825,3947,7953,6147,5466,1787,10136,1471,14100,706,8634,1310454,143550,978098,111657,77149,809061,501393,217113,417693,337941,337707,510668,799786,453775,441251,415428,0,0,2019-09-01,2019-10-31,2019-09-01,0
Indiana,2019,6,3894,7416,1713,2009,3990,3522,3480,7148,5873,5126,1750,9247,1385,13023,641,7897,1310454,143550,978098,111657,77149,809061,501393,217113,417693,337941,337707,510668,799786,453775,441251,415428,0,0,2019-11-01,2019-12-31,2019-11-01,0
Indiana,2020,1,3782,7414,1653,1925,3917,3426,3559,7129,5719,4956,1711,9070,1430,12849,638,7893,1317396,146369,977317,116176,77534,837502,479894,214213,414351,329169,359664,523456,793940,462076,436475,418845,0,0,2020-01-01,2020-02-29,2020-01-01,0
Indiana,2020,2,3613,7388,1798,1841,3870,3329,3745,7283,5515,4926,1549,9242,1388,12799,620,7873,1317396,146369,977317,116176,77534,837502,479894,214213,414351,329169,359664,523456,793940,462076,436475,418845,0,0,2020-03-01,2020-04-30,2020-03-01,0
Indiana,2020,3,3560,7817,1761,1921,3822,3514,3867,7583,5555,4881,1633,9400,1431,13138,674,8257,1317396,146369,977317,116176,77534,837502,479894,214213,414351,329169,359664,523456,793940,462076,436475,418845,0,0,2020-05-01,2020-06-30,2020-05-01,0
Indiana,2020,4,3935,8295,1903,2079,4291,3662,4084,7963,6169,5383,1719,10213,1502,14133,699,8750,1317396,146369,977317,116176,77534,837502,479894,214213,414351,329169,359664,523456,793940,462076,436475,418845,0,0,2020-07-01,2020-08-31,2020-07-01,0
Indiana,2020,5,3762,7802,1775,1990,3921,3522,3885,7514,5822,5122,1642,9608,1416,13339,673,8217,1317396,146369,977317,116176,77534,837502,479894,214213,414351,329169,359664,523456,793940,462076,436475,418845,0,0,2020-09-01,2020-10-31,2020-09-01,0
Indiana,2020,6,3382,7154,1678,1793,3598,3272,3523,6768,5443,4901,1572,8686,1277,12214,679,7313,1317396,146369,977317,116176,77534,837502,479894,214213,414351,329169,359664,523456,793940,462076,436475,418845,0,0,2020-11-01,2020-12-31,2020-11-01,0
Indiana,2021,1,3247,6953,1608,1717,3534,3171,3362,6643,5165,4721,1476,8520,1172,11808,640,7087,1327760,148559,979160,119989,80052,868435,459325,211816,412012,321113,382819,537737,790023,465446,438690,423624,0,0,2021-01-01,2021-02-28,2021-01-01,0
Indiana,2021,2,3378,7439,1792,1700,3617,3335,3922,7292,5315,4943,1503,9108,1346,12609,652,7666,1327760,148559,979160,119989,80052,868435,459325,211816,412012,321113,382819,537737,790023,465446,438690,423624,0,0,2021-03-01,2021-04-30,2021-03-01,0
Indiana,2021,3,3574,8056,1894,1851,3850,3548,4232,7811,5713,5291,1666,9654,1498,13524,706,8233,1327760,148559,979160,119989,80052,868435,459325,211816,412012,321113,382819,537737,790023,465446,438690,423624,0,0,2021-05-01,2021-06-30,2021-05-01,0
Indiana,2021,4,3985,8514,1920,1975,4174,3919,4319,8171,6248,5726,1808,10221,1602,14419,788,8693,1327760,148559,979160,119989,80052,868435,459325,211816,412012,321113,382819,537737,790023,465446,438690,423624,0,0,2021-07-01,2021-08-31,2021-07-01,0
Indiana,2021,5,3795,8324,2015,2019,4152,3659,4264,8032,6100,5717,1810,9973,1612,14134,739,8417,1327760,148559,979160,119989,80052,868435,459325,211816,412012,321113,382819,537737,790023,465446,438690,423624,0,0,2021-09-01,2021-10-31,2021-09-01,0
Indiana,2021,6,3570,7750,1972,1935,3922,3425,3970,7534,5755,5425,1698,9272,1571,13292,751,7867,1327760,148559,979160,119989,80052,868435,459325,211816,412012,321113,382819,537737,790023,465446,438690,423624,0,0,2021-11-01,2021-12-31,2021-11-01,0
Indiana,2022,1,3352,7018,1787,1777,3510,3088,3744,6883,5273,5066,1593,8432,1460,12157,672,7091,1333576,150338,976312,124381,82545,855397,478179,214672,437411,302109,379384,541960,791616,465849,441232,426495,0,0,2022-01-01,2022-02-28,2022-01-01,0
Indiana,2022,2,3456,7737,1935,1893,3738,3345,4124,7659,5468,5303,1639,9170,1556,13128,763,7825,1333576,150338,976312,124381,82545,855397,478179,214672,437411,302109,379384,541960,791616,465849,441232,426495,0,0,2022-03-01,2022-04-30,2022-03-01,0
Indiana,2022,3,3540,7831,1856,1905,3853,3413,4026,7677,5550,5454,1634,9226,1646,13227,721,7773,1333576,150338,976312,124381,82545,855397,478179,214672,437411,302109,379384,541960,791616,465849,441232,426495,0,0,2022-05-01,2022-06-30,2022-05-01,0
Indiana,2022,4,3752,8367,2001,2002,4216,3537,4331,8122,5995,5818,1745,9862,1763,14120,750,8302,1333576,150338,976312,124381,82545,855397,478179,214672,437411,302109,379384,541960,791616,465849,441232,426495,0,0,2022-07-01,2022-08-31,2022-07-01,0
Indiana,2022,5,3498,8000,1921,1928,3934,3367,4150,7753,5663,5451,1717,9274,1706,13419,722,7968,1333576,150338,976312,124381,82545,855397,478179,214672,437411,302109,379384,541960,791616,465849,441232,426495,0,0,2022-09-01,2022-10-31,2022-09-01,0
Indiana,2022,6,3514,7916,1994,2100,4025,3303,3947,7565,5858,5588,1760,9121,1778,13424,765,7836,1333576,150338,976312,124381,82545,855397,478179,214672,437411,302109,379384,541960,791616,465849,441232,426495,0,0,2022-11-01,2022-12-31,2022-11-01,0
Indiana,2023,1,3395,7367,1880,1930,3831,3053,3781,7067,5575,5268,1655,8653,1616,12642,718,7374,1339417.4758811833,152138.30359655086,973472.2837370808,128933.76193651084,85115.63764802879,842554.7422766241,497806.90369781747,217566.50859236319,464375.75342708465,284229.68824370235,375979.8219419621,546216.1644075077,793212.2121204067,466252.34893199214,443788.7296815519,429385.4574457538,0,0,2023-01-01,2023-02-28,2023-01-01,NA
Indiana,2023,2,3414,7464,1932,1847,3849,3149,3922,7284,5525,5289,1616,8733,1725,12810,736,7521,1339417.4758811833,152138.30359655086,973472.2837370808,128933.76193651084,85115.63764802879,842554.7422766241,497806.90369781747,217566.50859236319,464375.75342708465,284229.68824370235,375979.8219419621,546216.1644075077,793212.2121204067,466252.34893199214,443788.7296815519,429385.4574457538,0,0,2023-03-01,2023-04-30,2023-03-01,NA
Indiana,2023,3,3387,7940,1941,1887,3984,3168,4188,7697,5565,5303,1633,9098,1768,13264,765,7961,1339417.4758811833,152138.30359655086,973472.2837370808,128933.76193651084,85115.63764802879,842554.7422766241,497806.90369781747,217566.50859236319,464375.75342708465,284229.68824370235,375979.8219419621,546216.1644075077,793212.2121204067,466252.34893199214,443788.7296815519,429385.4574457538,0,0,2023-05-01,2023-06-30,2023-05-01,NA
Indiana,2023,4,3640,8195,2072,2007,4230,3324,4291,8018,5882,5588,1733,9589,1781,13900,797,8312,1339417.4758811833,152138.30359655086,973472.2837370808,128933.76193651084,85115.63764802879,842554.7422766241,497806.90369781747,217566.50859236319,464375.75342708465,284229.68824370235,375979.8219419621,546216.1644075077,793212.2121204067,466252.34893199214,443788.7296815519,429385.4574457538,0,0,2023-07-01,2023-08-31,2023-07-01,NA
Indiana,2023,5,3352,7833,2041,1954,3905,3197,4112,7649,5570,5362,1681,9000,1797,13220,742,7858,1339417.4758811833,152138.30359655086,973472.2837370808,128933.76193651084,85115.63764802879,842554.7422766241,497806.90369781747,217566.50859236319,464375.75342708465,284229.68824370235,375979.8219419621,546216.1644075077,793212.2121204067,466252.34893199214,443788.7296815519,429385.4574457538,0,0,2023-09-01,2023-10-31,2023-09-01,NA
Indiana,2023,6,3284,7711,1970,2040,3960,3015,3906,7289,5663,5415,1677,8671,1866,12952,738,7537,1339417.4758811833,152138.30359655086,973472.2837370808,128933.76193651084,85115.63764802879,842554.7422766241,497806.90369781747,217566.50859236319,464375.75342708465,284229.68824370235,375979.8219419621,546216.1644075077,793212.2121204067,466252.34893199214,443788.7296815519,429385.4574457538,0,0,2023-11-01,2023-12-31,2023-11-01,NA
Indiana,2024,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1339417.4758811833,152138.30359655086,973472.2837370808,128933.76193651084,85115.63764802879,842554.7422766241,497806.90369781747,217566.50859236319,464375.75342708465,284229.68824370235,375979.8219419621,546216.1644075077,793212.2121204067,466252.34893199214,443788.7296815519,429385.4574457538,NA,0,2024-01-01,2024-02-29,2024-01-01,NA
Iowa,2016,1,1569,3726,736,685,1450,1847,2033,3842,2189,2433,419,4768,518,6031,326,3598,589282,24786,488732,41596,34168,218837,370445,92189,149745,174924,172424,250165,339117,216498,191807,180977,0,0,2016-01-01,2016-02-29,2016-01-01,0
Iowa,2016,2,1679,4082,823,717,1612,1947,2297,4302,2282,2403,371,5275,587,6584,351,4181,589282,24786,488732,41596,34168,218837,370445,92189,149745,174924,172424,250165,339117,216498,191807,180977,0,0,2016-03-01,2016-04-30,2016-03-01,0
Iowa,2016,3,1698,4173,826,739,1565,1994,2391,4444,2253,2416,378,5385,579,6697,355,4281,589282,24786,488732,41596,34168,218837,370445,92189,149745,174924,172424,250165,339117,216498,191807,180977,0,0,2016-05-01,2016-06-30,2016-05-01,0
Iowa,2016,4,1746,4327,869,781,1655,2165,2329,4459,2483,2595,430,5548,619,6942,345,4347,589282,24786,488732,41596,34168,218837,370445,92189,149745,174924,172424,250165,339117,216498,191807,180977,0,0,2016-07-01,2016-08-31,2016-07-01,0
Iowa,2016,5,1660,4147,866,755,1569,2073,2263,4348,2325,2509,429,5293,603,6673,348,4164,589282,24786,488732,41596,34168,218837,370445,92189,149745,174924,172424,250165,339117,216498,191807,180977,0,0,2016-09-01,2016-10-31,2016-09-01,0
Iowa,2016,6,1619,3960,847,695,1590,1972,2158,4173,2253,2526,436,5071,565,6426,354,3900,589282,24786,488732,41596,34168,218837,370445,92189,149745,174924,172424,250165,339117,216498,191807,180977,0,0,2016-11-01,2016-12-31,2016-11-01,0
Iowa,2017,1,1463,3673,819,715,1468,1786,1975,3802,2153,2399,445,4584,554,5955,372,3556,591039,26020,486722,42776,35521,222211,368828,89061,152033,176922,173024,254116,336923,214540,193096,183403,0,0,2017-01-01,2017-02-28,2017-01-01,0
Iowa,2017,2,1505,3939,840,742,1508,1826,2201,4113,2168,2553,411,4916,568,6284,389,3731,591039,26020,486722,42776,35521,222211,368828,89061,152033,176922,173024,254116,336923,214540,193096,183403,0,0,2017-03-01,2017-04-30,2017-03-01,0
Iowa,2017,3,1527,4137,836,697,1548,1918,2327,4236,2264,2567,435,5110,561,6500,394,3933,591039,26020,486722,42776,35521,222211,368828,89061,152033,176922,173024,254116,336923,214540,193096,183403,0,0,2017-05-01,2017-06-30,2017-05-01,0
Iowa,2017,4,1671,4348,954,735,1758,2124,2345,4472,2500,2751,490,5475,632,6973,376,4222,591039,26020,486722,42776,35521,222211,368828,89061,152033,176922,173024,254116,336923,214540,193096,183403,0,0,2017-07-01,2017-08-31,2017-07-01,0
Iowa,2017,5,1526,4017,933,709,1549,1931,2277,4227,2249,2575,431,5081,612,6476,352,3901,591039,26020,486722,42776,35521,222211,368828,89061,152033,176922,173024,254116,336923,214540,193096,183403,0,0,2017-09-01,2017-10-31,2017-09-01,0
Iowa,2017,6,1506,3821,855,706,1568,1868,2031,3937,2245,2507,438,4811,582,6182,351,3675,591039,26020,486722,42776,35521,222211,368828,89061,152033,176922,173024,254116,336923,214540,193096,183403,0,0,2017-11-01,2017-12-31,2017-11-01,0
Iowa,2018,1,1416,3747,806,684,1495,1800,1980,3760,2209,2498,401,4688,549,5969,331,3471,592634,26777,485533,44035,36289,218548,374086,91684,160079,171728,169143,249869,342765,213115,193199,186320,0,0,2018-01-01,2018-02-28,2018-01-01,0
